"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.626041762E2,6.491041894E1,2.551712136E1,8.288484384E0,1.480000019E0,2.962999878E2,3.790092468E0,2.500000000E0
8.636043387E2,6.491042626E1,2.551709370E1,8.499738108E0,1.470000029E0,3.011000061E2,3.790092468E0,2.500000000E0
8.646040908E2,6.491043244E1,2.551706530E1,8.300712574E0,1.460000038E0,3.008999939E2,3.790092468E0,2.500000000E0
8.656043741E2,6.491043869E1,2.551704113E1,8.420228928E0,1.460000038E0,3.008999939E2,3.790092468E0,2.500000000E0
8.666047758E2,6.491044553E1,2.551701602E1,8.589733767E0,1.470000029E0,3.007000122E2,3.790092468E0,2.500000000E0
8.676042945E2,6.491045171E1,2.551698872E1,8.504721733E0,1.460000038E0,3.011000061E2,3.790092468E0,2.500000000E0
8.686043641E2,6.491045615E1,2.551696325E1,8.429595504E0,1.450000048E0,2.977000122E2,3.790092468E0,2.500000000E0
8.696042231E2,6.491046160E1,2.551693549E1,8.440774274E0,1.429999948E0,2.968999939E2,3.790092468E0,2.500000000E0
8.706041406E2,6.491046766E1,2.551691080E1,8.847583014E0,1.409999967E0,2.966000061E2,3.790092468E0,2.500000000E0
8.716039316E2,6.491047385E1,2.551688740E1,8.833615307E0,1.379999995E0,2.992000122E2,3.790092468E0,2.500000000E0
8.726042440E2,6.491048008E1,2.551686163E1,8.833686090E0,1.409999967E0,3.002000122E2,3.790092468E0,2.500000000E0
8.736044296E2,6.491048649E1,2.551683510E1,8.858415359E0,1.419999957E0,2.991000061E2,3.790092468E0,2.500000000E0
8.746041461E2,6.491049301E1,2.551680852E1,8.718349817E0,1.419999957E0,2.992000122E2,3.790092468E0,2.500000000E0
8.756038634E2,6.491049881E1,2.551678103E1,8.848974668E0,1.429999948E0,2.997999878E2,3.790092468E0,2.500000000E0
8.766044859E2,6.491050307E1,2.551675422E1,9.155013031E0,1.370000005E0,2.991000061E2,3.790092468E0,2.500000000E0
8.776039201E2,6.491050743E1,2.551672713E1,9.124076431E0,1.409999967E0,2.987999878E2,3.790092468E0,2.500000000E0
8.786041247E2,6.491051436E1,2.551670069E1,9.325686050E0,1.440000057E0,3.056000061E2,3.790092468E0,2.500000000E0
8.796043448E2,6.491052034E1,2.551667368E1,9.580822711E0,1.399999976E0,3.003999939E2,3.790092468E0,2.500000000E0
8.806046362E2,6.491052676E1,2.551664754E1,9.459128589E0,1.389999986E0,3.017000122E2,3.790092468E0,2.500000000E0
8.816039578E2,6.491053228E1,2.551661875E1,9.055817836E0,1.360000014E0,2.932999878E2,3.790092468E0,2.500000000E0
8.826039959E2,6.491053760E1,2.551659036E1,8.844401367E0,1.429999948E0,2.970000000E2,3.790092468E0,2.500000000E0
8.836043587E2,6.491054215E1,2.551656051E1,8.950184121E0,1.480000019E0,2.957000122E2,3.790092468E0,2.500000000E0
8.846038329E2,6.491054833E1,2.551653317E1,8.918577853E0,1.529999971E0,2.995000000E2,3.790092468E0,2.500000000E0
8.856043694E2,6.491055476E1,2.551650767E1,9.099251805E0,1.470000029E0,3.007999878E2,3.790092468E0,2.500000000E0
8.866044070E2,6.491056155E1,2.551648278E1,8.967548065E0,1.440000057E0,3.018999939E2,3.790092468E0,2.500000000E0
8.876046401E2,6.491056748E1,2.551645810E1,8.891324455E0,1.500000000E0,2.965000000E2,3.790092468E0,2.500000000E0
8.886043784E2,6.491057306E1,2.551643200E1,8.770545078E0,1.480000019E0,2.937999878E2,3.790092468E0,2.500000000E0
8.896038451E2,6.491057954E1,2.551640591E1,8.702317799E0,1.460000038E0,2.953999939E2,3.790092468E0,2.500000000E0
8.906047632E2,6.491058516E1,2.551637863E1,8.978389228E0,1.440000057E0,2.952000122E2,3.790092468E0,2.500000000E0
8.916042394E2,6.491059044E1,2.551634940E1,8.876530957E0,1.450000048E0,2.922000122E2,3.790092468E0,2.500000000E0
8.926043607E2,6.491059367E1,2.551631926E1,8.640942907E0,1.460000038E0,2.867000122E2,3.790092468E0,2.500000000E0
8.936038304E2,6.491059665E1,2.551628899E1,8.294270661E0,1.419999957E0,2.822999878E2,3.790092468E0,2.500000000E0
8.946044063E2,6.491059889E1,2.551625823E1,8.198452301E0,1.419999957E0,2.788999939E2,3.790092468E0,2.500000000E0
8.956038463E2,6.491060031E1,2.551622651E1,8.029391145E0,1.429999948E0,2.772000122E2,3.790092468E0,2.500000000E0
8.966046226E2,6.491060220E1,2.551619499E1,8.050576973E0,1.429999948E0,2.791000061E2,3.790092468E0,2.500000000E0
8.976047460E2,6.491060288E1,2.551616355E1,8.081893508E0,1.409999967E0,2.717000122E2,3.790092468E0,2.500000000E0
8.986040148E2,6.491060294E1,2.551613309E1,8.225697112E0,1.419999957E0,2.677999878E2,3.790092468E0,2.500000000E0
8.996046003E2,6.491059979E1,2.551610414E1,8.549612265E0,1.490000010E0,2.531999969E2,3.790092468E0,2.500000000E0
9.006045249E2,6.491059612E1,2.551607461E1,8.486686206E0,1.429999948E0,2.526000061E2,3.790092468E0,2.500000000E0
9.016038670E2,6.491059187E1,2.551604461E1,8.260002361E0,1.470000029E0,2.495000000E2,3.790092468E0,2.500000000E0
9.026045786E2,6.491058736E1,2.551601433E1,8.354058066E0,1.440000057E0,2.513999939E2,3.790092468E0,2.500000000E0
9.036041876E2,6.491058496E1,2.551598686E1,8.503779346E0,1.460000038E0,2.565000000E2,3.790092468E0,2.500000000E0
9.046041487E2,6.491058283E1,2.551595840E1,8.553891653E0,1.429999948E0,2.565000000E2,3.790092468E0,2.500000000E0
9.056040936E2,6.491057749E1,2.551592657E1,8.564939020E0,1.399999976E0,2.562000122E2,3.790092468E0,2.500000000E0
9.066045406E2,6.491057276E1,2.551589583E1,9.106809534E0,1.460000038E0,2.541999969E2,3.790092468E0,2.500000000E0
9.076042653E2,6.491056989E1,2.551586408E1,8.886535926E0,1.440000057E0,2.581000061E2,3.790092468E0,2.500000000E0
9.086043695E2,6.491056765E1,2.551583357E1,8.841860852E0,1.399999976E0,2.597999878E2,3.790092468E0,2.500000000E0
9.096038165E2,6.491056372E1,2.551580239E1,8.988712643E0,1.419999957E0,2.531000061E2,3.790092468E0,2.500000000E0
9.106039788E2,6.491056201E1,2.551577247E1,8.893744998E0,1.379999995E0,2.607999878E2,3.790092468E0,2.500000000E0
9.116044980E2,6.491055932E1,2.551574134E1,8.582712183E0,1.370000005E0,2.553000031E2,3.790092468E0,2.500000000E0
9.126039819E2,6.491055520E1,2.551571455E1,9.025339485E0,1.389999986E0,2.587999878E2,3.790092468E0,2.500000000E0
9.136043339E2,6.491055257E1,2.551568656E1,9.348583582E0,1.419999957E0,2.612000122E2,3.790092468E0,2.500000000E0
9.146043572E2,6.491055139E1,2.551565930E1,9.230056445E0,1.419999957E0,2.611000061E2,3.790092468E0,2.500000000E0
9.156047167E2,6.491054937E1,2.551563121E1,9.299639012E0,1.409999967E0,2.582000122E2,3.790092468E0,2.500000000E0
9.166042267E2,6.491054672E1,2.551560102E1,9.296345346E0,1.389999986E0,2.585000000E2,3.790092468E0,2.500000000E0
9.176039731E2,6.491054386E1,2.551557109E1,9.379233087E0,1.429999948E0,2.591000061E2,3.790092468E0,2.500000000E0
9.186046887E2,6.491054287E1,2.551553978E1,9.301295131E0,1.419999957E0,2.655000000E2,3.790092468E0,2.500000000E0
9.196045532E2,6.491054029E1,2.551550949E1,9.158536214E0,1.409999967E0,2.602000122E2,3.790092468E0,2.500000000E0
9.206039608E2,6.491053793E1,2.551547612E1,8.920929344E0,1.409999967E0,2.611000061E2,3.790092468E0,2.500000000E0
9.216045577E2,6.491053662E1,2.551544359E1,8.893650462E0,1.419999957E0,2.646000061E2,3.790092468E0,2.500000000E0
9.226042801E2,6.491053458E1,2.551541263E1,8.947059139E0,1.429999948E0,2.640000000E2,3.790092468E0,2.500000000E0
9.236039281E2,6.491053381E1,2.551538340E1,8.617106904E0,1.399999976E0,2.618999939E2,3.790092468E0,2.500000000E0
9.246046612E2,6.491053328E1,2.551535437E1,8.598800367E0,1.379999995E0,2.616000061E2,3.790092468E0,2.500000000E0
9.256041338E2,6.491053375E1,2.551532437E1,8.326466583E0,1.399999976E0,2.660000000E2,3.790092468E0,2.500000000E0
9.266039741E2,6.491053397E1,2.551529353E1,8.297418832E0,1.409999967E0,2.678999939E2,3.790092468E0,2.500000000E0
9.276046103E2,6.491053350E1,2.551526480E1,8.033079589E0,1.370000005E0,2.675000000E2,3.790092468E0,2.500000000E0
9.286044150E2,6.491053251E1,2.551523444E1,8.130983771E0,1.389999986E0,2.667999878E2,3.790092468E0,2.500000000E0
9.296039004E2,6.491053238E1,2.551520494E1,7.951483829E0,1.360000014E0,2.685000000E2,3.790092468E0,2.500000000E0
9.306048316E2,6.491053325E1,2.551517595E1,7.797314320E0,1.370000005E0,2.735000000E2,3.790092468E0,2.500000000E0
9.316042664E2,6.491053466E1,2.551514639E1,7.860125379E0,1.389999986E0,2.768999939E2,3.790092468E0,2.500000000E0
9.326044812E2,6.491053603E1,2.551511667E1,7.835045800E0,1.399999976E0,2.757999878E2,3.790092468E0,2.500000000E0
9.336045168E2,6.491053758E1,2.551508431E1,7.623382324E0,1.409999967E0,2.765000000E2,3.790092468E0,2.500000000E0
9.346041257E2,6.491053926E1,2.551505280E1,7.680334559E0,1.350000024E0,2.808999939E2,3.790092468E0,2.500000000E0
9.356042707E2,6.491054096E1,2.551502299E1,7.330365162E0,1.350000024E0,2.808999939E2,3.790092468E0,2.500000000E0
9.366040390E2,6.491054317E1,2.551499251E1,7.290088722E0,1.389999986E0,2.807999878E2,3.790092468E0,2.500000000E0
9.376041643E2,6.491054589E1,2.551496127E1,7.103816777E0,1.379999995E0,2.828999939E2,3.790092468E0,2.500000000E0
9.386043159E2,6.491055066E1,2.551493280E1,6.794438384E0,1.379999995E0,2.890000000E2,3.790092468E0,2.500000000E0
9.396039761E2,6.491055451E1,2.551490366E1,6.529859051E0,1.370000005E0,2.870000000E2,3.790092468E0,2.500000000E0
9.406047284E2,6.491055885E1,2.551487641E1,6.386922943E0,1.370000005E0,2.922999878E2,3.790092468E0,2.500000000E0
9.416039633E2,6.491056390E1,2.551485023E1,6.363433126E0,1.370000005E0,2.923999939E2,3.790092468E0,2.500000000E0
9.426039651E2,6.491056854E1,2.551482310E1,6.230201866E0,1.360000014E0,2.922999878E2,3.790092468E0,2.500000000E0
9.436041356E2,6.491057437E1,2.551479521E1,5.452745748E0,1.370000005E0,2.921000061E2,3.790092468E0,2.500000000E0
9.446043713E2,6.491058004E1,2.551476590E1,5.244930815E0,1.409999967E0,2.927000122E2,3.790092468E0,2.500000000E0
9.456046091E2,6.491058560E1,2.551474071E1,5.411382721E0,1.379999995E0,2.938999939E2,3.790092468E0,2.500000000E0
9.466046285E2,6.491059191E1,2.551471470E1,5.199417477E0,1.389999986E0,2.948999939E2,3.790092468E0,2.500000000E0
9.476038633E2,6.491059704E1,2.551468834E1,5.054956080E0,1.360000014E0,2.905000000E2,3.790092468E0,2.500000000E0
9.486039030E2,6.491060249E1,2.551466590E1,4.992647692E0,1.370000005E0,2.941000061E2,3.790092468E0,2.500000000E0
9.496041066E2,6.491060867E1,2.551464222E1,5.195843100E0,1.360000014E0,2.976000061E2,3.790092468E0,2.500000000E0
9.506041723E2,6.491061455E1,2.551461446E1,5.155081343E0,1.389999986E0,2.981000061E2,3.790092468E0,2.500000000E0
9.516043079E2,6.491061959E1,2.551458971E1,5.520934555E0,1.379999995E0,2.927999878E2,3.790092468E0,2.500000000E0
9.526044623E2,6.491062590E1,2.551456150E1,5.223764573E0,1.360000014E0,3.007999878E2,3.790092468E0,2.500000000E0
9.536044320E2,6.491063249E1,2.551453417E1,5.097554186E0,1.399999976E0,2.967999878E2,3.790092468E0,2.500000000E0
9.546039842E2,6.491063748E1,2.551450842E1,4.826871862E0,1.360000014E0,2.953999939E2,3.790092468E0,2.500000000E0
9.556038832E2,6.491064237E1,2.551448347E1,4.841406607E0,1.389999986E0,2.917000122E2,3.790092468E0,2.500000000E0
9.566037690E2,6.491064816E1,2.551445776E1,4.919724039E0,1.389999986E0,2.967999878E2,3.790092468E0,2.500000000E0
9.576038798E2,6.491065473E1,2.551443279E1,4.867426841E0,1.389999986E0,2.993999939E2,3.790092468E0,2.500000000E0
9.586046428E2,6.491066085E1,2.551440667E1,4.753300793E0,1.389999986E0,2.952999878E2,3.790092468E0,2.500000000E0
9.596044522E2,6.491066593E1,2.551438135E1,4.479627763E0,1.379999995E0,2.943999939E2,3.790092468E0,2.500000000E0
